symbol	alias
CEL	FAPP
POTEA	POTE-8
RSPH6A	RSP4
EEF1A1	LENG7
EIF3A	eIF3-theta
PCDHA13	CNRN5
CACNA1C	CACNL1A1
EHMT2	C6orf30
MC3R	OB20
ST13	HSPABP
SEMA6B	semaZ
BRI3BP	KG19
RPL17P34	RPL17_10_1081
LILRB3	LIR-3
COL17A1	BA16H23.2
CCKBR	CCK2R
PFN1	ALS18
DNM1P28	DNM1DN3.3
ACOT11	THEA
MMAB	CFAP23
SDHAP2	SDHALP2
RPS20P13	RPS20_5_284
GAMT	PIG2
CA4	RP17
CCT6B	Cctz2
OR5D3P	OR5D3
MAPK9	p54aSAPK
ERMARD	PVNH6
MIR1226	mir-1226
FARS2	COXPD14
CLSTN1	XB31alpha
MIER2	Mi-er2
GUSBP2	GUSBL1
ZNF208	PMIDP
HLA-DPA1	HLADP
LINC00216	PRO1617
GLRX	GRX1
UBE2V1	CROC1
WDR46	UTP7
MLX	bHLHd13
CDRT15P2	CDRT15L1
POLR2H	RPB8
AURKA	STK6
MPEG1	MPG1
EYA1	BOP
ANKFY1	ANKHZN
CHAMP1	CHAMP
TRIM69	RNF36
ZMPSTE24	PRO1
SNF8	VPS22
TMEM38B	D4Ertd89e
DLG1	hdlg
UBE2J1	CGI-76
TMEM51	C1orf72
RPS4XP16	RPS4P16
GCH1	GCH
FOXD3-AS1	pasFOXD3
PRRT2	BFIC2
RLN2	H2-RLX
MIR6739	hsa-mir-6739
EXOSC5	p12B
SPAM1	PH-20
FERMT3	URP2SF
SLC48A1	HRG1
GCNT2	NAGCT1
USP9X	FAM
GLS	AAD20
LEPR	CD295
SPTLC3	dJ718P11.1
PEX12	PAF-3
LGALS13	GAL13
MAP1B	FUTSCH
MARS	ILLD
RNY4P2	hY4.B7
TBC1D32	bA301B7.2
TRIM6-TRIM34	IFP1
TRBV23OR9-2	TRBV23OR92
PRKDC	DNA-PKcs
CDIP1	I1
IGHVII-33-1	IGHVII331
PCDHGA9	PCDH-GAMMA-A9
PPP1R21	CCDC128
RPRD1A	HsT3101
SPCS1	HSPC033
TEX101	TES101RP
OR5D2P	OR912-91
GSTZ1	GSTZ1-1
TMSB4X	TB4X
PARP4P1	PARP4P
CTRCT28	ARCC1
FLT1	FLT
LINC01309	TCONS_l2_00007459
KRT2	KRT2A
GRHPR	GLXR
PCDH7	BHPCDH
CABLES2	ik3-2
MIR33A	hsa-mir-33a
C6orf10	TSBP
LYPLA2P1	APT
IGH	IGHV@
PRB1	PMF
HUS1	hHUS1
FGD1	MRXS16
TMEM33	SHINC-3
NHEJ1	XLF
HELZ	DRHC
SERPINF1	OI12
SUN1	UNC84A
JPX	LINC00183
TTC39C	HsT2697
UBR4	ZUBR1
SEC23B	CDAN2
SPP2	SPP-24
PTPRA	HPTPA
CDK5	PSSALRE
KCNJ10	SESAME
KMT2E	NKp44L
ELOA3B	ELOA3L1
RAB3IL1	GRAB
SPO11	SPATA43
OR7E66P	hg630
LINC01139	LINKA
CTR9	SH2BP1
ELOCP11	TCEB1P11
GP1BB	CD42C
FOXP1	HSPC215
PLIN5	LSDA5
GRIK4	KA1
RGN	GNL
RNU12	RNU12-1
RPS13P6	RPS13_4_614
RNU1-4	U1E2
DEL1Q41Q42	C1DELq41q42
SMARCB1	RDT
LIMS2	PINCH-2
POU1F1	CPHD1
ELOF1	ELF1
B3GNTL1	beta3GnTL1
MIR1243	hsa-mir-1243
OLIG1	BHLHE21
IGF2BP3	IMP3
PALM2-AKAP2	AKAP2
TARDBPP1	bA318P23.1
PPP4R3A	smk-1
MIR548I4	hsa-mir-548i-4
GZMB	CTSGL1
IFI6	IFI-6-16
PGM5P4-AS1	FAM233C
MIR196A2	MIRN196-2
ADAM12	MCMP
IL37	IL-1RP1
PMEL	ME20M
SWT1	C1orf26
CMPK1	CMK
MID1	FXY
LINC00677	C14orf74
TAS2R42	T2R42
KRTAP9-9	KAP9.9
UBA52P1	RPL40_1_796
SLC43A1	POV1
ACE	ACE1
SHISA2	hShisa
PTGIR	PRIPR
CLVS1	CRALBPL
SALRNA2	XLOC_025931
ZFAT	ZFAT1
DHX16	Prp2
CSHL1	CSHP1
ATP6V1B2	VATB
TIMM22	TEX4
CASP4	ICEREL-II
SLCO6A1	OATPY
KRT80	KB20
MRPS7	MRP-S
OR7E130P	OST702
POLR2B	RPB2
RPL21P112	RPL21_45_1329
ATP6V1A	ATP6A1
MRPS12	RPMS12
CKMT1B	UMTCK
DPEP1	MDP
ERCC2	TFIIH
HSPD1P3	HSP60P4
DGKG	DAGK3
SPOCK3	HSAJ1454
LRRC3DN	C21orf30
GCLC	GLCL
FBRS	FBS1
CLEC12A	DCAL-2
PDGFB	PDGF-2
SSX4B	CT5.4
SNAPIN	SNAPAP
TRX-CAT2-1	TRMI1
RPL18AP1	RPL18A_3_1401
TSPAN3	TM4-A
CCDC30	PFDN6L
PALLD	MYN
TRE-TTC12-1	TRNAE3
MIA2	MEA6
PTGIR	IP
BCL2L2	PPP1R51
HDAC8	HD8
CD276	B7-H3
MED14P1	CXorf4P
ACTR6	CDA12
PGLYRP2	tagl-beta
RPL21P42	RPL21_13_421
ELP5	MST071
NPIPB7	A-575C2.4
NKX1-1	SAX2
MIR2116	mir-2116
MIR452	MIRN452
PAX6	FVH1
WASF2	dJ393P12.2
SETSIP	SETP18
SNORD103C	HBII-251
RPS27P22	RPS27_12_1218
TSC1	LAM
ZNF603P	p373c6.7
OR1D3P	OR1D6P
SNORA71C	U71c
CD48	SLAMF2
DUSP28	DUSP26
PMS2P1	PMS2L7
AKAP17A	721P
GPD2	mGPDH
MIR297	MIRN297
GAGE12J	GAGE11
POLE2	DPE2
SNORA66	RNU66
INPP5F	SAC2
HACD3	PTPLAD1
LCP1	PLS2
WASF3	Brush-1
IL6	CDF
ARR3	cArr
BIRC8	ILP2
RPL7AP28	RPL7A_10_519
RNA5SP259	RN5S259
CD226	DNAM1
YWHAZ	YWHAD
UBE4A	UFD2
MIR450A2	MIRN450A-2
RPL37P20	RPL37_6_1200
CHPT1	CPT
CSPG4P2Y	CSPG4LYP2
UBE2S	E2-EPF
ZNF33A	ZZAPK
B4GALT6	B4Gal-T6
INPP5F	MSTP007
TFPT	amida
KCNC3	KV3.3
ZDHHC3	ZNF373
ZC3H12D	C6orf95
ELOCP26	TCEB1P26
RASEF	RAB45
OFD1P16Y	OFDYP16
ARHGAP20	RARHOGAP
SSX9	SSX9P
LINC00266-3	C6orf88
LEMD2	dJ482C21.1
SLC9A3R2	TKA-1
ATAT1	TAT
IGLV5-45	V4-2
POMC	LPH
GDF5	SYNS2
EBI3	IL35B
GPS2	AMF-1
CXCR4	FB22
CDC42EP2	BORG1
MIR26A2	MIRN26A2
MIR6774	hsa-mir-6774
PRTN3	AGP7
NDUFA9	CI39k
MIR223	MIRN223
RNU4-1	U4BL
SRSF3	SFRS3
KDM5D	HY
HRNR	S100a18
NUF2	NUF2R
DPP4	ADABP
SRXN1	C20orf139
FUOM	C10orf125
CCDC40	FAP172
MCM8	dJ967N21.5
PDYN	SCA23
IGSF10	CMF608
TAF6	MGC:8964
SNORD53	SNORD53A
GOLGA2P2Y	GOLGA2LY
AGAP3	AGAP-3
BCRP1	BCR-1
PLA2R1	PLA2R
TRGC1	TCRGC1
P2RY2	P2U
TRC-GCA2-4	TRC-GCA2-3
ERLIN2	SPG18
AP5Z1	zeta
SPATA31C1	SPATA31C2
TP63	SHFM4
TRBV12-3	TRBV123
AKR1B1P3	ALDRL3
KIF28P	KLP-6
USE1	P31
AQP7P1	bA251O17.3
STRADBP1	STLK6ps1
AFAP1	AFAP
CNBD2	C20orf152
SLC20A2	RAM1
BEST1	BMD
C8orf37	RP64
MIR662	hsa-mir-662
TPX2	REPP86
HNF1B	LF-B3
PTGDR2	CD294
CYP4F62P	CYP4F43P
PTPRZ1	PTPRZ
RPL34P22	RPL34_12_1141
EDA	ED1
PSG6	PSGGB
MIR1284	hsa-mir-1284
SQSTM1	DMRV
BCL9L	BCL9-2
CRYBA4	MCOPCT4
B4GALNT1	GALNACT
ZEB1	PPCD3
HIST1H2BI	H2BFK
TM4SF1	M3S1
MT2A	MT2
MIR410	hsa-mir-410
NRGN	RC3
NDUFB5	SGDH
IMPDH1	IMPDH-I
SMIM10L2A	LINC00086
ATP6V0A2	WSS
CDC14B	CDC14B3
CD101	EWI-101
TIMM13	TIMM13A
GGA2	VEAR
FAM208A	RAP140
DVL1P1	DSH
ACKR3	CMKOR1
MIR449A	hsa-mir-449
CHAF1B	CAF1A
RPL7P1	RPL7P
THBS1	TSP1
PODXL	Gp200
ZNF76	D6S229E
DNAJA3	TID1
ZFP91	DSM-8
S100A7A	S100A7L1
RPS4XP20	RPS4X_9_1648
ECT2	ARHGEF31
KCNIP4	KCHIP4
CD22	SIGLEC-2
OR6B1	OR7-9
PSEN1	PS1
TRG-GCC2-6	TRNAG2
RPL18AP11	RPL18A_5_961
UQCC3	C11orf83
SLC27A4	IPS
GNL3	E2IG3
ACRV1	D11S4365
PSG11	PSG13
RPLP2	P2
ESX1	ESX1L
BSG	5F7
GATM	AGAT
PQBP1	MRXS8
SNORA58	SNORA58B
TAS2R15P	PS8
TLK1P1	TLK1P
CD55	CR
PHF1	PCL1
TTC39B	C9orf52
NUCB2	NEFA
RPL34P20	RPL34_8_1088
MNT	ROX
LHCGR	LCGR
SEL1L	PRO1063
PLIN5	OXPAT
MPPED2	C11orf8
SPINK13	LiESP6
CHST15	BRAG
MIP	MIP26
MRPS28	MRPS35
SLC30A9	ZNT9
HNRNPCL2	HNRNPCP5
NLN	EP24.16
TNFAIP3	TNFA1P2
PUDPP1	HDHD1P1
LPP-AS2	MYCLo-5
TRY-GTA5-1	TRY-GTA5-4
KPNA2	SRP1-alpha
BRD9	LAVS3040
RPS11	S11
AREL1	FIEL1
MAP3K7	FMD2
MPHOSPH9	MPP9
MIR376A1	MIR376A-1
RHOU	WRCH1
BANF1P1	D14S1460
DNM3	Dyna III
KRTAP21-2	KAP21.2
KLHL2P1	MAVP1
KRT16P1	KRT14P
GALNT16	GALNACT16
ORAI1	TMEM142A
ZNF260	PEX1
ZNF212	ZNF182
KCNK18	TRESK2
SBNO2	KIAA0963
RPL7AP7	RPL7B
OR2H4P	dJ80I19.6
C1QBP	HABP1
SH3BP2	RES4-23
ARF4	ARF2
EIF2S1	EIF-2A
RPS10P30	RPS10_14_1741
OOEP	HOEP19
SPAG8	HSD-1
MIR642B	mir-642b
TRT-TGT6-1	TRT1
IGH	IGHJ@
NSRP1P1	CCDC55P1
ADCY9	AC9
TIMP3	SFD
POU5F1P4	Oct4-pg4
MYOT	TTID
NUDT5	hNUDT5
PFDN4	PFD4
PUDP	HDHD1
CARD14	PRP
CD101	IGSF2
RPL28P1	RPL28_2_436
GEMIN4	HC56
HAS2-AS1	HAS2-AS
KRT23	HAIK1
RPSAP24	RPSA_6_295
XPC	XPCC
UGT1A4	UGT1.4
UBA3	UBE1C
ZNF250	ZFP647
SLC27A5	FATP5
LMNB1	ADLD
FAM127A	Mart8
CHRNA3	PAOD2
EDC3	LSM16
ACO2	OPA9
STAU2	39K2
FGFR3	JTK4
UQCRC2	MC3DN5
PHF6	BFLS
WHAMMP3	WHAMML1
COL6A3	UCMD1
RALGAPA2	AS250
FAM50A	HXC26
GAGE1	CT4.1
CCAT1	onco-lncRNA-40
NR1I2	ONR1
PCLAF	OEATC-1
EHD1	PAST
BRINP1	DBC1
SLC37A4	GSD1b
SOD2	MNSOD
DYNLL1	DLC8
MIR1294	MIRN1294
MUCL1	SBEM
INTS3	SOSSA
MIR1207	hsa-mir-1207
CYSLTR1	CYSLT1
CYP3A51P	CYP3AP1
HMN7A	DHMNVP
AGAP6	bA324H6.1
RPL21P127	RPL21_61_1581
MIR590	mir-590
MRPS35	MRP-S28
GPA33	A33
BLOC1S3	RP
ANTXR2	HFS
FXYD5	DYSAD
IQCA1	DRC11
CAPZA3	HEL-S-86
GGT2	GGT
ADAR	AGS6
FAM155B	TMEM28
DCLRE1C	SNM1C
RPLP1P8	RPLP1_2_758
ITGA3	VLA3a
ADAMTS2	NPI
RPL7P26	RPL7_9_661
PDCD1	hPD-l
CTDNEP1	DULLARD
RPL34P12	RPL34_2_514
PMM2	CDGS
MAP3K3	MEKK3
RPA1	MST075
UBQLN1	DA41
RPS29P1	RPS29_5_1384
STPG3	C9orf173
NOS2	NOS2A
THOP1	MEPD_HUMAN
ARID1A	MRD14
CELA2B	ELA2B
HAUS8	HICE1
SSBP3-AS1	C1orf191
ZNF675	TIZ
KDM4A	JHDM3A
MIR922	hsa-mir-922
RBFOX2	FOX2
ACSL3	ACS3
AGTR2	ATGR2
PCSK1	SPC3
L1CAM	CD171
MAPK9	JNK2A
TEAD3	TEAD-3
NEK4	STK2
OR2L1P	HSHTPCRX02
EDA2R	EDAA2R
MIR519A2	mir-519a-2
FAM65B	DFNB104
HCG4P9	HCGIV-9
TCN2	II
ACAA1	PTHIO
ADIPOQ	GBP28
MIR19B1	miRNA19B1
SNORD3P2	U3.2
PSG9	PSBG-11
PACERR	PTGS2-AS1
PLSCR1	MMTRA1B
OR3A4P	OR3A4
CITED1	MSG1
JOSD1	dJ508I15.2
VSIR	PP2135
MT1P3	C20orf127
SASS6	SAS-6
DACOR1	LP2570
MRPL35	L35mt
CUX1	CDP1
ST7-OT3	ST7
RPS15AP8	RPS15A_2_39
PDZK1	NHERF-3
EPHB4	HFASD
CLIC5	MSTP130
PAEP	GD
MIR3199-2	mir-3199-2
RNA5SP139	RN5S139
SRSF9	SFRS9
CYP24A1	CP24
GZF1	ZNF336
ITCH	AIP4
CLCN2	EGI3
GCDH	ACAD5
TPPP3	TPPP/p20
FAM138D	F379
RNU12	RNU12P
RPS6KC1	RSKL1
KRT9	K9
ISCU	ISU2
THAP12P5	PRKRIRP5
RNF2P1	RNF2P
MAGEC1	CT7
MAGEE1	HCA1
CIDEC	FPLD5
ANPEP	PEPN
SERPINA5	PAI-3
DHRS9	RDH-E2
FPR2	FPRH2
KLRK1	NKG2D
TSPOAP1	PBR-IP
TAF9	TAFII32
PHF7	NYD-SP6
PATL1	hPat1b
SNORD32B	U32B
WT1	WIT-2
TRRAP	PAF350/400
RNA5SP450	RN5S450
MIR516A2	mir-516a-2
KITLG	FPHH
CDC7	HsCDC7
TNFRSF13B	CVID2
HSPB6	Hsp20
ADORA2A	RDC8
KCNMB3	HBETA3
ST6GALNAC4	SIAT3C
TRIM54	MURF-3
ANKS6	ANKRD14
MIR302C	MIRN302C
RHOQ	TC10A
KIR3DX1	KIR3DL0
UBTF	UBF2
CHST12	C4ST2
SNORD116-3	HBII-85-3
UBAP1	UBAP
TRBV20OR9-2	TCRBV20S2
SLC39A5	LZT-Hs7
RPS27P27	RPS27_15_1487
INTS4P2	INTS4L2
CFHR3	FHR3
MAGEA12	CT1.12
HTL	HLT
BRD3	RING3L
PKP4	p0071
POLR2G	RPB19
SLC2A3	GLUT3
TMPRSS4	CAPH2
MRPL39	PRED22
SPARC	OI17
MYCNUT	MYCNUN
F9	PTC
FABP3	FABP11
RPL23AP14	RPL23A_29_1192
FERD3L	NTWIST
MROH8	C20orf131
REG1A	REG
LINC00308	NCRNA00308
USP12P1	USP12
IGKV2-38	IGKV238
SELL	CD62L
SIVA1	CD27BP
FAM96B	CIA2B
SCN5A	CDCD2
DIMT1	HUSSY5
SNRPD2P1	SNRPD2P
TRIM49	TRIM49L2
BTK	IMD1
HIST1H4K	dJ160A22.1
TRIM53BP	TRIM53L
BAG3	CAIR-1
MYSM1	2ADUB
DHRS9	SDR9C4
UCKL1	UCK1L
RPS2P7	dJ688G8.1
CEP170P1	FAM68B
TRQ-CTG15-1	TRNAQ6
FAM220A	SIPAR
P2RY12	P2Y(AC)
DEFB132	DEFB32
FZR1	HCDH1
DNM1P46	DNM1DN14@
NXPE3	MST115
AQP4	MIWC
RBFOX2	HNRBP2
ZCCHC2	C18orf49
PCYT1A	CT
CARF	NYD-SP24
PPIAL4A	PPIAL4B
USH1C	NY-CO-37
TGOLN2	TGN48
TAF2	TAF2B
GABARAPL2	ATG8
PAM	PHM
BACE2	CEAP1
PTGER3	EP3-III
MIR621	MIRN621
FAM223A	CXorf52
RNU7-68P	U7
CCT6B	CCT-zeta-2
RPL31P50	RPL31_16_1224
DEL16P13.3	RSTSS
LY86-AS1	LY86-AS
CTSC	PALS
CABYR	CT88
HIP1	HIP-I
REN	HNFJ2
CSNK1G3	CSNK1G3L
TCF25	NULP1
SGCG	DMDA
CPSF3	CPSF-73
PRH2	PRP-1/PRP-2
SLC4A1	WD1
PPP5C	PPT
ADGRG2	GPR64
HACD3	BIND1
LARS	LRS
CCL24	MPIF2
KRTAP4-4	KAP4.4
PSMC1P1	bcm3415
IGLV3-32	IGLV332
NPC2	HE1
OBP2A	OBPIIa
DARS	HBSL
MAB21L1	Nbla00126
RAB3D	RAD3D
HELB	DHB
HIST2H4A	H4F2
DNM1P30	DNM1DN4@
TRR-TCT3-1	TRNAR12
C2CD3	OFD14
EPHB2	ERK
GPX1P2	GPXL2
NPY4R	PPYR1
MIR631	hsa-mir-631
PIGA	PIG-A
RAB7A	RAB7
MIR338	mir-338
TNFRSF14	TR2
SLC52A2	hRFT3
FAM58A	STAR
MIR939	MIRN939
LPGAT1	NET8
EDAR	EDA3
FKRP	LGMD2I
CSGALNACT1	beta4GalNAcT
VKORC1	VKCFD2
HLA-J	HLA-59
RASGRP2	CDC25L
ADNP	HVDAS
HRH4	GPCR105
EEF1A1P4	EEF1AL2
OGFOD1	TPA1
POU3F4	BRN-4
RNU1-11P	RNU1P1
DUBR	LINC00883
MIR944	hsa-mir-944
CST9L	bA218C14.1
PDIA4	ERP70
ANAPC13	APC13
HEPACAM	MLC2A
KRT17	CK-17
IGHV3-42	3-42P
EFNB1	CFNS
ZNF148	pHZ-52
LINC00903	LSAMP-AS2
IKZF3	AIOLOS
ADTRP	AIG1L
ERCC6	RAD26
HMGB3	HMG-4
MOB1A	MOB1
CSAG3	CT24.2
MYLK	MLCK1
PSMB5	LMPX
SQSTM1	PDB3
MAGI2	AIP-1
MVD	MPD
CRCT1	C1orf42
CYCSP28	HCP28
CETN2	CEN2
PHF19	PCL3
CYP26B1	RHFCA
PMS2P8	PMS2L16
MFAP2	MAGP
YAP1	COB1
TUBA1A	B-ALPHA-1
KLHL20	KLEIP
BBIP1	NCRNA00081
TRIM51BP	SPRYD5P1
PATJ	INADL
SLC40A1	IREG1
MZF1	MZF-1
MIR326	MIRN326
PRNP	ASCR
NMD3P1	NMD3P
HIST1H2AJ	H2A/E
AIM2	PYHIN4
RPL26P35	RPL26_15_1614
IFT46	CFAP32
BCYRN1	BC200a
ABCB1	CD243
AMHR2	MISRII
TBC1D9B	GRAMD9B
SNORD14B	U14B
MAP2K4	SERK1
PAF1	PD2
SSU72	PNAS-120
LAMP2	LGP110
UNC13B	Unc13h2
IRAK1BP1	SIMPL
LPAR2	LPA-2
MIR454	MIRN454
MIR203A	MIRN203
OR4A16	OR11-117
FCP1	FCP
SIX1	DFNA23
PCNT	PCNT2
CXXC1	SPP1
CD59	MIC11
POU2F3	OCT11
TMSB15B	Tbeta15b
LRRC18	VKGE9338
RNU6-58P	RNU6-58
SMUG1	FDG
DDR1	HGK2
GAPDHP2	dJ585I14.1
HULC	HCCAT1
ST3GAL5	SIAT9
TMED1	IL1RL1LG
MIR937	mir-937
RPSAP37	RPSA_10_610
ALPP	ALP
MMP20	AI2A2
CHAF1B	CAF-1
CALM2	PHKD
PCDHA8	PCDH-ALPHA8
LAPTM4A	MBNT
DUSP26	DSP-4
TNFSF13	TALL-2
EVPL	EVPK
KCNMB3	K(VCA)BETA-3
GPC3	SGBS
IFT80	WDR56
PGAP2	FRAG1
NBPF15	AB14
PSD4	EFA6B
RNA5SP361	RN5S361
NR2F6	EAR-2
EPYC	DSPG3
WNT1	OI15
RNU4-8P	RNU4P2
CGB5	HCG
XAGE2	XAGE2B
PCSK1	NEC1
RALGAPA1P1	GARNL2
TWNK	PRLTS5
DUS2	SMM1
IL6R	IL6Q
RPL7A	L7A
RPL21P3	bA189K21.4
DUP18PDEL18Q	DUP18qDEL18p
IGSF3	V8
MIR320C1	MIRN320C1
STRADB	PRO1038
CDC45	CDC45L
CASP8	Casp-8
ARHGEF1	P115-RHOGEF
RPS27	MPS-1
SCN9A	HSAN2D
NAAA	ASAHL
SMIM20	MITRAC7
TDGF1P4	TDGF4
RGCC	RGC-32
LGALS8	PCTA1
RNVU1-6	RNU1-99
AGPS	ALDHPSY
CHD4	Mi-2b
ARHGEF7	COOL1
IL36G	IL-1RP2
AFF3	MLLT2-like
GOLGA7	GOLGA3AP1
PRIMPOL	Primpol1
LINC00221	NCRNA00221
CLC	GAL10
FBXO17	Fbx17
SNORD115-21	HBII-52-21
RNA5SP385	RN5S385
VIPAS39	C14orf133
TRR-TCG1-1	TRNAR22
KRT34	Ha-4
TNFSF11	OPTB2
NR6A1	hGCNF
CACNG1	CACNLG
RPL32P5	RPL32_23_1737
TRE-CTC8-1	TRNAE9
ANGPTL1	ANG3
ZNF10	KOX1
TDRD5	TUDOR3
SNORD116-8	HBII-85-8
RPL7AP7	RPL7A_13_677
CLCN2	EGMA
ERGIC2	Erv41
USH1C	NY-CO-38
NRBP2	pp9320
IGKV2-29	A18
TRA-AGC17-1	TRNAA35
PDHA1	PDHA
UBXN1	SAKS1
IGSF8	EWI2
TRQ-CTG1-2	TRNAQ16
ISCU	HML
RNA5SP102	RN5S102
POMT1	LGMD2K
MIR1227	mir-1227
TMEM176B	MS4B2
ZNF444	ZSCAN17
SIRPA	MYD-1
TAAR3P	GPR58
CIZ1	ZNF356
TBC1D23	NS4ATP1
NOTCH1	AOVD1
ANKHD1	MASK1
SLC25A19	MUP1
B3GALNT1	GLCT3
ZFC3H1	PSRC2
RPL21P15	HsT18206
XBP1P1	XBP1
PKM	PK3
RNU6-49P	RNU6-49
ZCCHC7	HSPC086
IGHV1OR15-1	IGHV1/OR15-1
METTL16	METT10D
ARL14EP	ARF7EP
COX4I2	COX4
TAC4	PPT-C
BAK1P2	BCL2L7P2
ROM1	TSPAN23
PUF60	SIAHBP1
FBXO24	FBX24
DNAJC7	DJ11
ASNSP2	ASNSL2
GABARAPL2	GATE-16
AKR1D1P1	SRD5BP1
ITLN2	HL-2
MIR3157	mir-3157
PAH	PKU1
UTS2R	UTR2
UBXN4	erasin
CHST9	GALNAC4ST-2
C9orf3	ONPEP
CARNMT1	UPF0586
ERVK-6	K-Rev
EIF4G2	DAP5
PSG10P	PSG12
FGF12	FHF1
EXO1	hExoI
CACNA1E	BII
EIF4A1	EIF-4A
CTSLP2	CTSLP5
SNORA5A	ACA5
B3GALNT1	galT3
MRPL33	C2orf1
CTSC	DPPI
RPL31P61	RPL31_34_1652
HOXC6	CP25
SRFBP1	Rlb1
FCMTE2	ADCME
ZMPSTE24	HGPS
NPIPB15	A-761H5.4
GYPB	SS
CD3EAP	PAF49
DGKG	DGK-GAMMA
CD68	LAMP4
PLEKHA5	PEPP2
CD300LG	CLM-9
RPLP0P6	RPLP0_2_209
FKSG49	FKSG56
PCBD2	DCOH2
AK6	hCINAP
PHF6	CENP-31
PEX6	PAF2
CD99P1	MIC2R
KRTAP10-7	KAP18.7
FBXW7	FBX30
PRADC1	PAP21
IGKV1OR2-1	IGKV1OR-1
PERP	THW
FLVCR1-AS1	NCRNA00292
RPS20P15	RPS20_5_351
AP1B1	AP105A
PSMG2	TNFSF5IP1
EIF5AP4	EIF5AL3
TRAV27	TCRAV27S1
FGB	HEL-S-78p
UNC5A	UNC5H1
ABCC8	SUR1delta2
FTSJ3	EPCS3
POROK4	DSAP2
MEG8	Bsr
CTSLP2	CTSL1P2
FYN	SLK
TCEAL4	NPD017
KIR2DS1	CD158H
S100A8	60B8AG
CNNM4	ACDP4
NIN	SCKL7
LINC00303	NCRNA00303
TFF1	HP1.A
CD79B	AGM6
RTN1	NSP
EFEMP1	FBLN3
COX6CP2	dJ894K16.1
TALDO1	TAL-H
PCDHA5	PCDH-ALPHA5
RAB5C	RABL
GKN1	foveolin
OR5B12	OR5B16
HNRNPA1	HNRPA1
TSPAN15	NET-7
ZNF44	ZNF504
ANKH	CMDJ
RRM1	RR1
CHST5	gn6st-3
CNOT7	hCAF-1
GLULP3	GLULL3
MIR502	MIRN502
TIMM29	TIM29
DEFB136	DEFB137
BCORL1	CXorf10
MIR27B	MIR-27b
KPNA1	SRP1
ENPP2	ATX
DNTTIP2	ERBP
TDO2	TO
LIN28A	ZCCHC1
OR4K11P	OR21-1
NSUN5	WBSCR20A
FERMT3	URP2
ZBTB20	ODA-8S
GOLT1B	YMR292W
FRK	GTK
ZNF799	ZNF842
ATIC	AICARFT
ARL6IP6	AIP-6
LRRC6	LRTP
PPIAP22	PPIA3L
ZRSR1	U2AF1P
HPRT1	HGPRT
GATA6-AS1	BM742401
PTP4A2P1	PTP4AP1
IL1F10	IL1-theta
PON1	ESA
ZSCAN12P1	ZNF305P1
CYP1B1	ASGD6
ITLN1	omentin
ARHGEF16	NBR
ORC5	ORC5L
ASNA1	ARSA-I
SLC25A32	RREI
ATG10	pp12616
RPS7P4	RPS7_1_61
HOXB@	HOX2@
LAMTOR3	MAPKSP1
TSPEAR	TSP-EAR
MIR150	MIRN150
NCOA4	ARA70
FDPS	FPPS
KNL1	CASC5
ACO1	IRP1
SRP72	BMFF
TFB1M	CGI-75
DHX29	DDX29
HRCT1	UNQ338
PRKG1	cGKI-alpha
EYS	bA74E24.1
RAB11FIP5	pp75
CFTRP1	C20orf189
HCAR1	GPR104
DEFB108B	DEFB-8
MIR935	mir-935
MIR3662	mir-3662
HORMAD2-AS1	MTMR3-AS1
TAF11	MGC:15243
RLN3	RXN3
PHF11	NY-REN-34
MRFAP1	PGR1
MIR1286	MIRN1286
TRDN	TDN
SNORD3P3	U3
AKR1C1	HAKRC
PTGES3	P23
SEPT2	hNedd5
UBA2	ARX
EOGT	EOGT1
CCNA2	CCN1
MELTF	MAP97
OR4H6P	OR15-69
FAM66B	FAM66E
UGT1A1	UDPGT 1-1
TRP-AGG2-7	TRNAP9
TAS2R64P	T2R64
RBM15B	OTT3
LINC01551	c14_5148
GPER1	LERGU
PDSS1	TPRT
TMEM231	JBTS20
GRB2	MST084
RPL23AP75	RPL23A_32_1546
TAPBP	TAPA
SEMA6C	m-SemaY
NKX2-1	TTF-1
TREML5P	TLT5
DAB2	DOC2
TRK-CTT2-2	TRK-CTT2-3
MAT2B	MAT-II
POLR2A	RPBh1
ZSCAN29	Zfp690
NCOA3	TNRC16
MAGEC2	MAGEE1
SH2D1A	XLPD1
RIC3	AYST720
MIR521-2	MIRN521-2
ARFGAP1	HRIHFB2281
FAM90A22P	FAM90A22
CTPP	ARCC2
VTI1A	Vti1-rp2
RPL10AP4	RPL10A_1_67
NME8	HEL-S-99
KIR2DL3	KIR2DS5
RNA5SP283	RN5S283
PAMR1	RAMP
NOC2L	NET7
FKBP1B	PPIase
FDX1	LOH11CR1D
ALOX15	15LOX-1
FOCAD	KIAA1797
MIR129-1	mir-129-1
KAT14	CRP2BP
JAG1	AHD
LDOC1	Mart7
RPL36AP33	RPL36A_15_975
PEBP4	HEL-S-300
CXDUPQ26.3	XLAG
CD44	HCELL
NDUFA10	CI-42KD
PHOX2A	ARIX
OR5B17	OR5B20P
CNOT8	hCAF1
RPRD2	KIAA0460
S100A7P2	S100A7L4
TRE-CTC18-1	TRNAE37P
HOXA5	HOX1C
RNU1-4	RNU1G1
GAS7	MLL/GAS7
MVP	LRP
NR2E3	PNR
PADI4	PDI4
WBP11	NPWBP
TNRC18	TNRC18A
ESCO1	ECO1
PRKAG2	WPWS
NKX2-6	NKX2F
LGI3	LGIL4
